,importance,stddev,p_value,n,p99_high,p99_low
pkt_1_ipv4_dst_21,0.0014000000000000013,0.0009660917830792967,0.0006614752921337473,10,0.0023928411584405633,0.000407158841559439
pkt_6_ipv4_dst_13,0.0014000000000000013,0.0016465452046971307,0.012423172220327764,10,0.0030921351336264005,-0.00029213513362639793
pkt_2_ipv4_tl_12,0.0014000000000000013,0.0009660917830792966,0.000661475292133747,10,0.0023928411584405633,0.00040715884155943924
pkt_8_ipv4_dst_31,0.0014000000000000013,0.0009660917830792966,0.000661475292133747,10,0.0023928411584405633,0.00040715884155943924
pkt_3_ipv4_tl_12,0.0014000000000000013,0.0009660917830792966,0.000661475292133747,10,0.0023928411584405633,0.00040715884155943924
pkt_8_ipv4_dst_24,0.0014000000000000013,0.0009660917830792967,0.0006614752921337473,10,0.0023928411584405633,0.000407158841559439
pkt_8_ipv4_dst_6,0.0014000000000000013,0.0028362729848243557,0.07648815459123443,10,0.004314804374933341,-0.0015148043749333379
pkt_6_tcp_seq_4,0.0014000000000000013,0.001349897115421107,0.00476730652065052,10,0.002787273382637041,1.2726617362961547e-05
pkt_5_tcp_opt_124,0.0014000000000000013,0.0009660917830792967,0.0006614752921337473,10,0.0023928411584405633,0.000407158841559439
pkt_6_ipv4_id_5,0.001200000000000001,0.0013984117975602032,0.011928192270061012,10,0.0026371313506479356,-0.00023713135064793367
pkt_1_tcp_wsize_10,0.001200000000000001,0.0013984117975602032,0.011928192270061012,10,0.0026371313506479356,-0.00023713135064793367
pkt_9_tcp_wsize_7,0.001200000000000001,0.0010327955589886455,0.0025605363821363174,10,0.00226139184410638,0.0001386081558936217
pkt_4_ipv4_dst_25,0.001200000000000001,0.0010327955589886455,0.0025605363821363174,10,0.00226139184410638,0.0001386081558936217
pkt_9_tcp_dprt_6,0.001200000000000001,0.0010327955589886455,0.0025605363821363174,10,0.00226139184410638,0.0001386081558936217
pkt_8_ipv4_dst_13,0.001200000000000001,0.0023475755815545365,0.07022648543914715,10,0.003612575803603615,-0.001212575803603613
pkt_5_tcp_ackn_21,0.001200000000000001,0.0010327955589886455,0.0025605363821363174,10,0.00226139184410638,0.0001386081558936217
pkt_5_tcp_opt_122,0.001200000000000001,0.0010327955589886455,0.0025605363821363174,10,0.00226139184410638,0.0001386081558936217
pkt_7_ipv4_src_16,0.001200000000000001,0.0010327955589886455,0.0025605363821363174,10,0.00226139184410638,0.0001386081558936217
pkt_2_tcp_opt_81,0.001200000000000001,0.0010327955589886455,0.0025605363821363174,10,0.00226139184410638,0.0001386081558936217
pkt_9_ipv4_dst_7,0.0010000000000000009,0.0019436506316151017,0.06909237767559163,10,0.002997466885129357,-0.000997466885129355
pkt_4_tcp_opt_159,0.0010000000000000009,0.0019436506316151021,0.06909237767559163,10,0.0029974668851293572,-0.0009974668851293555
pkt_8_tcp_opt_115,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_0_tcp_seq_23,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_9_ipv4_dst_14,0.0010000000000000009,0.0023570226039551605,0.10628994616136793,10,0.0034222843973711285,-0.0014222843973711267
pkt_0_tcp_seq_28,0.0010000000000000009,0.002538591035287972,0.12216657193373963,10,0.0036088801379188023,-0.0016088801379188005
pkt_8_tcp_opt_63,0.0010000000000000009,0.002867441755680878,0.14935949091586534,10,0.0039468361540110205,-0.0019468361540110187
pkt_5_ipv4_dst_13,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_7_tcp_ackn_29,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_0_ipv4_src_25,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_6_ipv4_dst_26,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_8_ipv4_dst_16,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_4_tcp_opt_74,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_3_tcp_opt_157,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_8_ipv4_dst_14,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_7_tcp_dprt_15,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_0_tcp_sprt_5,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_3_tcp_ackn_26,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_0_tcp_opt_93,0.0010000000000000009,0.0014142135623730961,0.026088621399409484,10,0.002453370638422677,-0.0004533706384226752
pkt_5_ipv4_id_6,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_9_tcp_opt_117,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_3_tcp_opt_54,0.0010000000000000009,0.001054092553389461,0.007478181955207101,10,0.002083278514671792,-8.327851467179021e-05
pkt_1_tcp_opt_157,0.0008000000000000007,0.0010327955589886455,0.018393748939893064,10,0.0018613918441063798,-0.0002613918441063786
pkt_2_tcp_opt_54,0.0008000000000000007,0.0010327955589886455,0.018393748939893064,10,0.0018613918441063798,-0.0002613918441063786
pkt_4_tcp_seq_17,0.0008000000000000007,0.0010327955589886453,0.018393748939893064,10,0.0018613918441063798,-0.00026139184410637836
pkt_2_ipv4_id_9,0.0008000000000000007,0.0010327955589886455,0.018393748939893064,10,0.0018613918441063798,-0.0002613918441063786
pkt_3_tcp_ackn_14,0.0008000000000000007,0.0010327955589886455,0.018393748939893064,10,0.0018613918441063798,-0.0002613918441063786
pkt_9_tcp_seq_31,0.0008000000000000007,0.0010327955589886455,0.018393748939893064,10,0.0018613918441063798,-0.0002613918441063786
pkt_1_ipv4_id_5,0.0008000000000000007,0.0010327955589886455,0.018393748939893064,10,0.0018613918441063798,-0.0002613918441063786
pkt_1_ipv4_src_26,0.0008000000000000007,0.0010327955589886453,0.018393748939893064,10,0.0018613918441063798,-0.00026139184410637836
pkt_9_tcp_wsize_5,0.0008000000000000007,0.001686548085423137,0.08392532802853743,10,0.002533245623474866,-0.0009332456234748646
pkt_9_ipv4_dst_5,0.0008000000000000007,0.0013984117975602032,0.05194406553105085,10,0.0022371313506479354,-0.000637131350647934
pkt_9_tcp_seq_15,0.0008000000000000007,0.0010327955589886455,0.018393748939893064,10,0.0018613918441063798,-0.0002613918441063786
pkt_8_tcp_opt_83,0.0008000000000000007,0.0010327955589886455,0.018393748939893064,10,0.0018613918441063798,-0.0002613918441063786
pkt_5_ipv4_dst_0,0.0008000000000000007,0.0010327955589886455,0.018393748939893064,10,0.0018613918441063798,-0.0002613918441063786
pkt_5_ipv4_dst_5,0.0008000000000000007,0.0010327955589886455,0.018393748939893064,10,0.0018613918441063798,-0.0002613918441063786
pkt_9_ipv4_dst_27,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_2_tcp_wsize_5,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_9_ipv4_dst_2,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_9_ipv4_dst_20,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_2_ipv4_dst_1,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_8_tcp_sprt_7,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_7_tcp_dprt_5,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_6_ipv4_src_13,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_9_ipv4_id_6,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_9_ipv4_id_2,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_6_tcp_wsize_10,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_1_ipv4_dst_25,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_9_tcp_ackn_16,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_0_tcp_opt_96,0.0006000000000000005,0.001349897115421107,0.09671102980166606,10,0.0019872733826370404,-0.0007872733826370393
pkt_8_ipv4_ttl_6,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_0_tcp_opt_68,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_7_tcp_ackn_12,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_7_tcp_ackn_17,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_7_tcp_wsize_12,0.0006000000000000005,0.0018973665961010294,0.17171819806895677,10,0.0025499013264092237,-0.001349901326409223
pkt_3_tcp_seq_20,0.0006000000000000005,0.001349897115421107,0.09671102980166606,10,0.0019872733826370404,-0.0007872733826370393
pkt_7_tcp_opt_77,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_0_ipv4_src_27,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_5_tcp_seq_12,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_7_tcp_opt_60,0.0006000000000000005,0.0016465452046971307,0.13943649962445848,10,0.0022921351336263997,-0.0010921351336263987
pkt_1_tcp_opt_46,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_0_tcp_sprt_13,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_4_tcp_seq_26,0.0006000000000000005,0.0009660917830792966,0.04056309442292025,10,0.0015928411584405625,-0.00039284115844056156
pkt_4_ipv4_dst_20,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_2_tcp_opt_98,0.0006000000000000005,0.0016465452046971307,0.13943649962445848,10,0.0022921351336263997,-0.0010921351336263987
pkt_3_ipv4_src_31,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_1_tcp_ackn_3,0.0006000000000000005,0.0009660917830792967,0.04056309442292025,10,0.0015928411584405628,-0.0003928411584405618
pkt_3_tcp_ackn_16,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_1_tcp_ackn_13,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_2_tcp_opt_70,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_6_ipv4_dst_9,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_4_ipv4_src_30,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_1_tcp_opt_93,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_7_tcp_opt_117,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_8_tcp_seq_18,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_8_ipv4_dst_5,0.00040000000000000034,0.0015776212754932321,0.22166592508483002,10,0.002021302822542084,-0.0012213028225420831
pkt_1_ipv4_dst_1,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_3_ipv4_dst_6,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_7_tcp_opt_97,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_9_ipv4_dst_12,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_1_tcp_dprt_2,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_9_tcp_opt_92,0.00040000000000000034,0.0008432740427115685,0.08392532802853743,10,0.001266622811737433,-0.0004666228117374323
pkt_5_tcp_opt_64,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_2_ipv4_ttl_6,0.00020000000000000017,0.0006324555320336765,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_3_tcp_sprt_12,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_8_ipv4_dst_2,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_0_tcp_wsize_1,0.00020000000000000017,0.0011352924243950944,0.2955256158918024,10,0.0013667266667070934,-0.0009667266667070931
pkt_3_tcp_sprt_5,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_6_ipv4_src_19,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_7_tcp_opt_29,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_8_tcp_ackn_4,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_5_tcp_opt_46,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_5_ipv4_src_17,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_4_ipv4_src_17,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_9_ipv4_dst_17,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_6_tcp_ackn_0,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_7_ipv4_dst_9,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_1_tcp_opt_64,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_7_ipv4_dst_10,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_9_ipv4_dst_10,0.00020000000000000017,0.0006324555320336764,0.17171819806895677,10,0.0008499671088030747,-0.0004499671088030743
pkt_4_ipv4_dst_13,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_16,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_15,0.0,0.0,0.5,10,0.0,0.0
pkt_3_tcp_opt_121,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_dst_15,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_dst_12,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_dst_14,0.0,0.0,0.5,10,0.0,0.0
pkt_3_tcp_opt_122,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_13,0.0,0.0,0.5,10,0.0,0.0
pkt_3_tcp_opt_120,0.0,0.0,0.5,10,0.0,0.0
pkt_3_tcp_opt_123,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_12,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_11,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_14,0.0,0.0,0.5,10,0.0,0.0
pkt_3_tcp_opt_105,0.0,0.0,0.5,10,0.0,0.0
