,importance,stddev,p_value,n,p99_high,p99_low
pkt_4_ipv4_dst_7,0.0005457025920872826,0.0007044990170454216,0.018393748939893064,10,0.001269707942773722,-0.00017830275859915688
pkt_5_ipv4_dst_25,0.0005457025920872826,0.0007044990170454215,0.018393748939893047,10,0.001269707942773722,-0.00017830275859915666
pkt_9_tcp_seq_9,0.0005457025920872826,0.0007044990170454216,0.018393748939893064,10,0.001269707942773722,-0.00017830275859915688
pkt_1_tcp_opt_76,0.0005457025920872826,0.0007044990170454216,0.018393748939893064,10,0.001269707942773722,-0.00017830275859915688
pkt_2_tcp_seq_28,0.0005457025920872826,0.0007044990170454216,0.018393748939893064,10,0.001269707942773722,-0.00017830275859915688
pkt_5_ipv4_dst_5,0.0005457025920872826,0.0007044990170454216,0.018393748939893064,10,0.001269707942773722,-0.00017830275859915688
pkt_4_tcp_seq_25,0.0005457025920872826,0.0007044990170454215,0.018393748939893047,10,0.001269707942773722,-0.00017830275859915666
pkt_3_tcp_seq_27,0.0005457025920872826,0.0007044990170454216,0.018393748939893064,10,0.001269707942773722,-0.00017830275859915688
pkt_5_tcp_seq_30,0.0005457025920872826,0.0007044990170454215,0.018393748939893047,10,0.001269707942773722,-0.00017830275859915666
pkt_0_ipv4_id_11,0.0005457025920872826,0.0007044990170454215,0.018393748939893047,10,0.001269707942773722,-0.00017830275859915666
pkt_7_ipv4_id_9,0.000409276944065462,0.0006589984877757458,0.04056309442292028,10,0.0010865219361804058,-0.0002679680480494817
pkt_0_tcp_opt_96,0.000409276944065462,0.0006589984877757457,0.04056309442292025,10,0.0010865219361804056,-0.0002679680480494816
pkt_4_ipv4_dst_13,0.000409276944065462,0.0006589984877757457,0.04056309442292025,10,0.0010865219361804056,-0.0002679680480494816
pkt_9_ipv4_dst_18,0.000409276944065462,0.0006589984877757457,0.04056309442292025,10,0.0010865219361804056,-0.0002679680480494816
pkt_4_ipv4_dst_5,0.000409276944065462,0.0006589984877757458,0.04056309442292028,10,0.0010865219361804058,-0.0002679680480494817
pkt_8_tcp_opt_75,0.000409276944065462,0.0006589984877757458,0.04056309442292028,10,0.0010865219361804058,-0.0002679680480494817
pkt_9_tcp_opt_96,0.000409276944065462,0.0006589984877757457,0.04056309442292025,10,0.0010865219361804056,-0.0002679680480494816
pkt_7_ipv4_id_3,0.000409276944065462,0.0006589984877757458,0.04056309442292028,10,0.0010865219361804058,-0.0002679680480494817
pkt_4_tcp_opt_91,0.000409276944065462,0.0006589984877757458,0.04056309442292028,10,0.0010865219361804058,-0.0002679680480494817
pkt_2_ipv4_dst_13,0.000409276944065462,0.0006589984877757458,0.04056309442292028,10,0.0010865219361804058,-0.0002679680480494817
pkt_1_ipv4_dst_26,0.000409276944065462,0.0006589984877757458,0.04056309442292028,10,0.0010865219361804058,-0.0002679680480494817
pkt_9_ipv4_dst_1,0.0002728512960436413,0.0010761400242109236,0.22166592508483968,10,0.0013787877370682422,-0.0008330851449809594
pkt_0_ipv4_src_28,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_7_ipv4_dst_21,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_5_tcp_opt_119,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_8_tcp_opt_96,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_9_ipv4_dst_9,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_0_ipv4_src_17,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_8_ipv4_dst_1,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_6_ipv4_dst_13,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_2_ipv4_dst_28,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_9_tcp_seq_19,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_5_ipv4_dst_8,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_2_tcp_opt_91,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_2_tcp_sprt_15,0.0002728512960436413,0.0005752210386845305,0.0839253280285374,10,0.0008639991894524985,-0.00031829659736521575
pkt_9_ipv4_dst_2,0.00013642564802182066,0.000431415779013398,0.17171819806895677,10,0.0005797865680784636,-0.00030693527203482234
pkt_3_tcp_opt_74,0.00013642564802182066,0.000431415779013398,0.17171819806895677,10,0.0005797865680784636,-0.00030693527203482234
pkt_4_ipv4_id_13,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_11,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_12,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_15,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_3,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_ttl_0,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_ttl_1,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_12,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_2,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_16,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_ttl_2,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_ttl_3,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_17,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_11,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_18,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_19,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_9,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_ttl_4,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_10,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_3,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_14,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_13,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_8,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_7,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_4,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_1,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_9,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_6,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_4,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_5,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_0,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_mfbit_0,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_dfbit_0,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_10,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_6,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_rbit_0,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_7,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_8,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_11,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_15,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_12,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_foff_9,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_dst_29,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_20,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_8,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_6,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_7,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_13,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_12,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_11,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_10,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_9,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_8,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_7,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_6,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_9,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_5,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_5,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_10,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_4,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_3,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_2,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_11,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_1,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_0,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tos_7,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tos_6,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_14,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_4,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_22,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_26,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_23,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_8,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_7,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_6,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_ttl_6,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_5,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_24,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_4,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_3,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_2,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_27,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_tl_15,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_28,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_29,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_30,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_31,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_0,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_1,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_1,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_id_0,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_2,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_ackn_3,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_ttl_5,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_proto_4,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_seq_2,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_dprt_5,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_dst_6,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_sprt_11,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_sprt_13,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_sprt_14,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_dst_2,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_sprt_15,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_dprt_0,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_dprt_1,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_dprt_2,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_dprt_3,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_dst_0,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_31,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_30,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_29,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_28,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_27,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_26,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_25,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_24,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_23,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_22,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_dprt_4,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_21,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_20,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_src_19,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_sprt_10,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_sprt_9,0.0,0.0,0.5,10,0.0,0.0
pkt_4_tcp_sprt_8,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_dst_18,0.0,0.0,0.5,10,0.0,0.0
pkt_4_ipv4_dst_27,0.0,0.0,0.5,10,0.0,0.0
